flow_id,size,source,target,fct
790,1023,395,791,1814
1,1023,396,0,2046
3,1023,397,1,2046
5,1023,398,2,2046
7,1023,399,3,2046
9,1023,400,4,2046
11,1023,401,5,2046
13,1023,402,6,2046
15,1023,403,7,2046
17,1023,404,8,2046
19,1023,405,9,2046
21,1023,406,10,2046
23,1023,407,11,2046
25,1023,408,12,2046
27,1023,409,13,2046
29,1023,410,14,2046
31,1023,411,15,2046
33,1023,412,16,2046
35,1023,413,17,2046
37,1023,414,18,2046
39,1023,415,19,2046
41,1023,416,20,2046
43,1023,417,21,2046
45,1023,418,22,2046
47,1023,419,23,2046
49,1023,420,24,2046
51,1023,421,25,2046
53,1023,422,26,2046
55,1023,423,27,2046
57,1023,424,28,2046
59,1023,425,29,2046
61,1023,426,30,2046
63,1023,427,31,2046
65,1023,428,32,2046
67,1023,429,33,2046
69,1023,430,34,2046
71,1023,431,35,2046
73,1023,432,36,2046
75,1023,433,37,2046
77,1023,434,38,2046
79,1023,435,39,2046
81,1023,436,40,2046
83,1023,437,41,2046
85,1023,438,42,2046
87,1023,439,43,2046
89,1023,440,44,2046
91,1023,441,45,2046
93,1023,442,46,2046
95,1023,443,47,2046
97,1023,444,48,2046
99,1023,445,49,2046
101,1023,446,50,2046
103,1023,447,51,2046
105,1023,448,52,2046
107,1023,449,53,2046
109,1023,450,54,2046
111,1023,451,55,2046
113,1023,452,56,2046
115,1023,453,57,2046
117,1023,454,58,2046
119,1023,455,59,2046
121,1023,456,60,2046
123,1023,457,61,2046
125,1023,458,62,2046
127,1023,459,63,2046
129,1023,460,64,2046
131,1023,461,65,2046
133,1023,462,66,2046
135,1023,463,67,2046
137,1023,464,68,2046
139,1023,465,69,2046
141,1023,466,70,2046
143,1023,467,71,2046
145,1023,468,72,2046
147,1023,469,73,2046
149,1023,470,74,2046
151,1023,471,75,2046
153,1023,472,76,2046
155,1023,473,77,2046
157,1023,474,78,2046
159,1023,475,79,2046
161,1023,476,80,2046
163,1023,477,81,2046
165,1023,478,82,2046
167,1023,479,83,2046
169,1023,480,84,2046
171,1023,481,85,2046
173,1023,482,86,2046
175,1023,483,87,2046
